InvoiceNo,CustomerID,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,InvoiceDate,Country,Revenue
INV213165,10147,2374,Product_156,Grocery,Sony,2,335.73,02-07-2024 13:00,USA,671.46
INV213166,10573,9808,Product_114,Home,Loreal,5,69.16,02-07-2024 14:00,USA,345.8
INV213167,10366,2772,Product_149,Fashion,Apple,5,118.28,02-07-2024 15:00,India,591.4
INV213168,10349,9977,Product_268,Electronics,Samsung,3,371.32,02-07-2024 16:00,UK,1113.96
INV213169,10960,1075,Product_112,Accessories,Apple,2,231.97,02-07-2024 17:00,UK,463.94
INV213170,10953,1162,Product_22,Fashion,Loreal,5,405.83,02-07-2024 18:00,UK,2029.15
INV213171,10062,7353,Product_189,Fashion,Adidas,2,341.27,02-07-2024 19:00,India,682.54
INV213172,10065,6920,Product_95,Fashion,Loreal,3,335.83,02-07-2024 20:00,Germany,1007.49
INV213173,10582,9291,Product_290,Grocery,Loreal,5,207.55,02-07-2024 21:00,USA,1037.75
INV213174,10803,2600,Product_120,Accessories,Sony,5,27.15,02-07-2024 22:00,USA,135.75
INV213175,10368,8346,Product_288,Electronics,Nike,7,129.19,02-07-2024 23:00,France,904.33
INV213176,10704,5131,Product_184,Fashion,Adidas,7,27.09,03-07-2024 00:00,France,189.63
INV213177,10160,4410,Product_41,Grocery,Philips,1,95.66,03-07-2024 01:00,UK,95.66
INV213178,10160,6323,Product_168,Beauty,Apple,3,366.1,03-07-2024 02:00,India,1098.3
INV213179,10425,2598,Product_194,Electronics,Philips,4,231.34,03-07-2024 03:00,USA,925.36
INV213180,10090,7290,Product_137,Beauty,Loreal,2,317.75,03-07-2024 04:00,Germany,635.5
INV213181,10235,9877,Product_156,Accessories,Apple,3,35.14,03-07-2024 05:00,USA,105.42
INV213182,10187,1049,Product_210,Beauty,Apple,4,215.16,03-07-2024 06:00,USA,860.64
INV213183,10603,6335,Product_25,Fashion,Philips,7,254.84,03-07-2024 07:00,Germany,1783.88
INV213184,10720,6771,Product_58,Home,Philips,1,321.16,03-07-2024 08:00,UK,321.16
INV213185,10943,2765,Product_161,Grocery,Apple,5,265.24,03-07-2024 09:00,France,1326.2
INV213186,10636,5947,Product_102,Beauty,Apple,1,419.67,03-07-2024 10:00,Germany,419.67
INV213187,10588,8548,Product_240,Electronics,Sony,4,281.59,03-07-2024 11:00,Germany,1126.36
INV213188,10167,5739,Product_223,Home,Sony,5,266.07,03-07-2024 12:00,France,1330.35
INV213189,10851,7350,Product_98,Home,Nike,1,415.06,03-07-2024 13:00,France,415.06
INV213190,10576,7387,Product_93,Beauty,Sony,1,441.7,03-07-2024 14:00,India,441.7
INV213191,10469,8349,Product_266,Home,LG,1,282.25,03-07-2024 15:00,Germany,282.25
INV213192,10068,3396,Product_50,Grocery,Adidas,5,213.96,03-07-2024 16:00,UK,1069.8
INV213193,10614,6437,Product_155,Beauty,Sony,3,389.64,03-07-2024 17:00,France,1168.92
INV213194,10872,8451,Product_6,Accessories,Loreal,3,266.85,03-07-2024 18:00,France,800.55
INV213195,10612,6538,Product_228,Home,Philips,1,244.24,03-07-2024 19:00,UK,244.24
INV213196,10965,7332,Product_98,Electronics,Sony,4,82.09,03-07-2024 20:00,USA,328.36
INV213197,10537,3057,Product_169,Electronics,Apple,6,419.38,03-07-2024 21:00,India,2516.28
INV213198,10707,5155,Product_147,Home,Sony,2,28.57,03-07-2024 22:00,USA,57.14
INV213199,10143,6935,Product_56,Fashion,Philips,7,263.19,03-07-2024 23:00,UK,1842.33
INV213200,10008,3313,Product_48,Electronics,Loreal,3,332.58,04-07-2024 00:00,USA,997.74
INV213201,10348,6033,Product_146,Home,Samsung,1,215.05,04-07-2024 01:00,Germany,215.05
INV213202,10098,4499,Product_42,Accessories,LG,6,423.79,04-07-2024 02:00,USA,2542.74
INV213203,10961,4582,Product_71,Beauty,Loreal,3,23.78,04-07-2024 03:00,India,71.34
INV213204,10039,2915,Product_49,Accessories,Loreal,2,398.9,04-07-2024 04:00,India,797.8
INV213205,10159,8451,Product_276,Grocery,Adidas,2,412.51,04-07-2024 05:00,Germany,825.02
INV213206,10979,5096,Product_187,Grocery,Loreal,1,243.52,04-07-2024 06:00,Germany,243.52
INV213207,10921,5443,Product_19,Grocery,Philips,7,197.71,04-07-2024 07:00,UK,1383.97
INV213208,10249,2536,Product_110,Fashion,LG,5,381.42,04-07-2024 08:00,UK,1907.1
INV213209,10339,6535,Product_177,Fashion,Nike,6,380.66,04-07-2024 09:00,UK,2283.96
INV213210,10662,5898,Product_130,Beauty,Philips,5,214.29,04-07-2024 10:00,Germany,1071.45
INV213211,10994,1523,Product_248,Beauty,Adidas,1,283.34,04-07-2024 11:00,USA,283.34
INV213212,10331,3275,Product_218,Accessories,Adidas,4,451.14,04-07-2024 12:00,UK,1804.56
INV213213,10416,5304,Product_155,Accessories,Sony,2,347.89,04-07-2024 13:00,Germany,695.78
INV213214,10189,5392,Product_204,Grocery,Sony,1,179.16,04-07-2024 14:00,France,179.16
INV213215,10561,5089,Product_290,Fashion,Adidas,3,174.7,04-07-2024 15:00,India,524.1
INV213216,10093,4044,Product_247,Home,LG,3,417.17,04-07-2024 16:00,USA,1251.51
INV213217,10889,3548,Product_95,Fashion,Sony,1,176.89,04-07-2024 17:00,France,176.89
INV213218,10864,2015,Product_46,Home,Philips,7,484.28,04-07-2024 18:00,Germany,3389.96
INV213219,10094,2270,Product_77,Grocery,Sony,6,248.28,04-07-2024 19:00,UK,1489.68
INV213220,10006,4762,Product_99,Accessories,Samsung,7,135.5,04-07-2024 20:00,France,948.5
INV213221,10791,1719,Product_75,Grocery,Nike,3,296.81,04-07-2024 21:00,India,890.43
INV213222,10634,6700,Product_38,Accessories,Sony,5,410.28,04-07-2024 22:00,Germany,2051.4
INV213223,10788,5956,Product_259,Grocery,Samsung,5,426.79,04-07-2024 23:00,France,2133.95
INV213224,10855,7653,Product_249,Beauty,Apple,6,121.38,05-07-2024 00:00,France,728.28
INV213225,10601,1875,Product_47,Accessories,Apple,3,375.85,05-07-2024 01:00,Germany,1127.55
INV213226,10515,9834,Product_127,Electronics,LG,5,178.45,05-07-2024 02:00,UK,892.25
INV213227,10957,1190,Product_16,Accessories,Nike,5,64.71,05-07-2024 03:00,Germany,323.55
INV213228,10944,6728,Product_41,Accessories,Nike,6,275.49,05-07-2024 04:00,Germany,1652.94
INV213229,10570,9356,Product_140,Accessories,Apple,2,48.87,05-07-2024 05:00,USA,97.74
INV213230,10159,1052,Product_57,Grocery,Nike,1,246.98,05-07-2024 06:00,USA,246.98
INV213231,10698,3024,Product_183,Accessories,Adidas,4,173.32,05-07-2024 07:00,Germany,693.28
INV213232,10280,3814,Product_207,Accessories,Nike,4,249.35,05-07-2024 08:00,USA,997.4
INV213233,10806,6171,Product_172,Fashion,Nike,6,313.74,05-07-2024 09:00,India,1882.44
INV213234,10584,3368,Product_56,Electronics,Adidas,7,164.79,05-07-2024 10:00,India,1153.53
INV213235,10626,3448,Product_44,Electronics,Sony,4,55.36,05-07-2024 11:00,France,221.44
INV213236,10016,1111,Product_253,Electronics,Adidas,4,300.19,05-07-2024 12:00,India,1200.76
INV213237,10903,6521,Product_45,Grocery,Apple,6,481.43,05-07-2024 13:00,USA,2888.58
INV213238,10578,3535,Product_131,Electronics,LG,7,66,05-07-2024 14:00,USA,462
INV213239,10403,2924,Product_256,Home,Apple,4,101.38,05-07-2024 15:00,UK,405.52
INV213240,10235,3570,Product_203,Grocery,LG,2,234.85,05-07-2024 16:00,India,469.7
INV213241,10427,5039,Product_69,Fashion,Apple,1,302.9,05-07-2024 17:00,France,302.9
INV213242,10096,3939,Product_163,Electronics,Nike,6,413.62,05-07-2024 18:00,France,2481.72
INV213243,10857,5836,Product_18,Fashion,Loreal,1,100.27,05-07-2024 19:00,France,100.27
INV213244,10457,8862,Product_178,Electronics,Adidas,4,445.58,05-07-2024 20:00,India,1782.32
INV213245,10515,3210,Product_162,Grocery,Samsung,3,360.52,05-07-2024 21:00,Germany,1081.56
INV213246,10138,5909,Product_142,Electronics,LG,3,445.94,05-07-2024 22:00,Germany,1337.82
INV213247,10416,1581,Product_299,Home,Nike,5,127.32,05-07-2024 23:00,France,636.6
INV213248,10769,2782,Product_292,Fashion,Loreal,1,218.06,06-07-2024 00:00,France,218.06
INV213249,10353,1026,Product_281,Home,Apple,5,60.5,06-07-2024 01:00,UK,302.5
INV213250,10971,7173,Product_150,Beauty,Philips,7,497.21,06-07-2024 02:00,France,3480.47
INV213251,10863,2209,Product_225,Beauty,LG,1,431.04,06-07-2024 03:00,UK,431.04
INV213252,10607,6057,Product_52,Home,Philips,2,72.06,06-07-2024 04:00,USA,144.12
INV213253,10206,4704,Product_293,Grocery,Adidas,7,298.4,06-07-2024 05:00,Germany,2088.8
INV213254,10803,5789,Product_183,Accessories,Nike,5,346.01,06-07-2024 06:00,Germany,1730.05
INV213255,10437,7261,Product_97,Electronics,Samsung,4,420.01,06-07-2024 07:00,Germany,1680.04
INV213256,10497,1957,Product_282,Grocery,Nike,6,471.74,06-07-2024 08:00,France,2830.44
INV213257,10170,7034,Product_50,Home,LG,7,178.36,06-07-2024 09:00,France,1248.52
INV213258,10766,2177,Product_49,Home,Samsung,5,469.21,06-07-2024 10:00,Germany,2346.05
INV213259,10846,8039,Product_54,Accessories,Nike,6,129.26,06-07-2024 11:00,Germany,775.56
INV213260,10240,4868,Product_63,Fashion,Sony,5,290.48,06-07-2024 12:00,Germany,1452.4
INV213261,10934,3628,Product_137,Beauty,Samsung,5,229.25,06-07-2024 13:00,India,1146.25
INV213262,10215,5622,Product_212,Beauty,Loreal,5,45.06,06-07-2024 14:00,Germany,225.3
INV213263,10407,5491,Product_79,Grocery,Sony,6,164.45,06-07-2024 15:00,Germany,986.7
INV213264,10908,3307,Product_221,Home,Nike,6,30.14,06-07-2024 16:00,France,180.84
INV213265,10004,8796,Product_232,Accessories,Nike,6,52.36,06-07-2024 17:00,India,314.16
INV213266,10478,8733,Product_99,Accessories,Philips,3,475.36,06-07-2024 18:00,India,1426.08
INV213267,10768,6596,Product_166,Fashion,Loreal,1,321.53,06-07-2024 19:00,UK,321.53
INV213268,10601,1817,Product_158,Grocery,Loreal,6,180.19,06-07-2024 20:00,France,1081.14
INV213269,10102,4432,Product_271,Beauty,LG,1,83.96,06-07-2024 21:00,UK,83.96
INV213270,10101,6315,Product_34,Beauty,Apple,6,302.4,06-07-2024 22:00,France,1814.4
INV213271,10298,3177,Product_15,Home,Sony,2,140.27,06-07-2024 23:00,Germany,280.54
INV213272,10756,4034,Product_67,Grocery,Nike,2,220.3,07-07-2024 00:00,USA,440.6
INV213273,10055,6473,Product_70,Fashion,Sony,2,87.84,07-07-2024 01:00,India,175.68
INV213274,10094,3697,Product_198,Accessories,LG,5,285.71,07-07-2024 02:00,UK,1428.55
INV213275,10041,6189,Product_225,Electronics,Loreal,6,363.48,07-07-2024 03:00,France,2180.88
INV213276,10203,6557,Product_121,Home,Samsung,7,151,07-07-2024 04:00,USA,1057
INV213277,10603,8758,Product_114,Grocery,Sony,7,247.66,07-07-2024 05:00,USA,1733.62
INV213278,10118,4636,Product_159,Fashion,LG,5,238.76,07-07-2024 06:00,USA,1193.8
INV213279,10145,5624,Product_78,Fashion,Loreal,2,221.04,07-07-2024 07:00,France,442.08
INV213280,10896,9435,Product_106,Electronics,Adidas,4,471.95,07-07-2024 08:00,USA,1887.8
INV213281,10045,4861,Product_113,Accessories,Loreal,2,87.51,07-07-2024 09:00,UK,175.02
INV213282,10352,8604,Product_271,Beauty,Samsung,6,72.69,07-07-2024 10:00,India,436.14
INV213283,10693,7682,Product_3,Fashion,Nike,7,107.32,07-07-2024 11:00,UK,751.24
INV213284,10910,4063,Product_25,Beauty,Samsung,6,401.07,07-07-2024 12:00,India,2406.42
INV213285,10528,4444,Product_85,Accessories,Philips,2,201.77,07-07-2024 13:00,Germany,403.54
INV213286,10224,2655,Product_127,Beauty,Apple,5,416.15,07-07-2024 14:00,USA,2080.75
INV213287,10082,5707,Product_14,Home,Nike,7,453.41,07-07-2024 15:00,France,3173.87
INV213288,10698,9975,Product_197,Accessories,Philips,1,291.52,07-07-2024 16:00,USA,291.52
INV213289,10235,2492,Product_266,Electronics,Sony,4,215.38,07-07-2024 17:00,Germany,861.52
INV213290,10227,9673,Product_207,Grocery,Samsung,4,175.25,07-07-2024 18:00,UK,701
INV213291,10220,1928,Product_121,Electronics,Philips,2,376.72,07-07-2024 19:00,UK,753.44
INV213292,10996,4774,Product_55,Grocery,Loreal,7,481.37,07-07-2024 20:00,USA,3369.59
INV213293,10990,2692,Product_182,Grocery,LG,7,123.3,07-07-2024 21:00,USA,863.1
INV213294,10613,8162,Product_210,Fashion,Apple,1,36.47,07-07-2024 22:00,USA,36.47
INV213295,10046,1394,Product_87,Home,Loreal,5,233.5,07-07-2024 23:00,France,1167.5
INV213296,10150,3501,Product_136,Fashion,LG,5,110.97,08-07-2024 00:00,UK,554.85
INV213297,10903,5259,Product_264,Accessories,Nike,7,210.27,08-07-2024 01:00,India,1471.89
INV213298,10292,2666,Product_184,Home,LG,6,202.9,08-07-2024 02:00,Germany,1217.4
INV213299,10950,7329,Product_14,Beauty,Sony,4,456.93,08-07-2024 03:00,India,1827.72
INV213300,10863,7201,Product_216,Home,Sony,5,145.15,08-07-2024 04:00,India,725.75
INV213301,10109,3952,Product_297,Fashion,Philips,7,152.51,08-07-2024 05:00,France,1067.57
INV213302,10495,2110,Product_68,Electronics,Loreal,5,391.15,08-07-2024 06:00,UK,1955.75
INV213303,10920,6369,Product_294,Beauty,Sony,2,138.33,08-07-2024 07:00,France,276.66
INV213304,10347,7199,Product_59,Grocery,Nike,6,321.32,08-07-2024 08:00,France,1927.92
INV213305,10074,8917,Product_24,Grocery,Sony,3,172.75,08-07-2024 09:00,USA,518.25
INV213306,10551,4900,Product_27,Fashion,Nike,4,92.66,08-07-2024 10:00,UK,370.64
INV213307,10528,5259,Product_217,Accessories,Philips,3,397.3,08-07-2024 11:00,USA,1191.9
INV213308,10056,3152,Product_66,Grocery,LG,6,240.01,08-07-2024 12:00,India,1440.06
INV213309,10821,9613,Product_108,Fashion,LG,2,356.99,08-07-2024 13:00,India,713.98
INV213310,10668,9681,Product_96,Grocery,Nike,3,369.63,08-07-2024 14:00,India,1108.89
INV213311,10616,3203,Product_107,Home,Philips,7,137.77,08-07-2024 15:00,USA,964.39
INV213312,10422,1401,Product_145,Fashion,Nike,6,335.37,08-07-2024 16:00,Germany,2012.22
INV213313,10733,3527,Product_210,Electronics,Philips,1,107.12,08-07-2024 17:00,India,107.12
INV213314,10990,7919,Product_253,Accessories,Nike,5,38.47,08-07-2024 18:00,UK,192.35
INV213315,10965,5947,Product_90,Fashion,Apple,7,361.32,08-07-2024 19:00,USA,2529.24
INV213316,10002,3027,Product_228,Grocery,Sony,6,65.22,08-07-2024 20:00,Germany,391.32
INV213317,10252,9578,Product_231,Grocery,Samsung,1,403.44,08-07-2024 21:00,France,403.44
INV213318,10999,8621,Product_216,Beauty,Adidas,7,212.98,08-07-2024 22:00,India,1490.86
INV213319,10809,1614,Product_147,Accessories,LG,3,455.63,08-07-2024 23:00,USA,1366.89
INV213320,10800,2930,Product_81,Fashion,Adidas,2,183.3,09-07-2024 00:00,UK,366.6
INV213321,10957,8135,Product_190,Accessories,Nike,2,175.53,09-07-2024 01:00,France,351.06
INV213322,10570,5592,Product_229,Grocery,Philips,3,104.6,09-07-2024 02:00,UK,313.8
INV213323,10855,7911,Product_81,Beauty,Samsung,1,198.9,09-07-2024 03:00,UK,198.9
INV213324,10095,9062,Product_206,Home,Apple,4,433.57,09-07-2024 04:00,USA,1734.28
INV213325,10016,9992,Product_23,Accessories,Sony,1,275.4,09-07-2024 05:00,UK,275.4
INV213326,10846,3605,Product_192,Grocery,Nike,4,28.21,09-07-2024 06:00,USA,112.84
INV213327,10239,9736,Product_148,Electronics,Nike,2,236.44,09-07-2024 07:00,India,472.88
INV213328,10054,6102,Product_230,Beauty,LG,3,228.3,09-07-2024 08:00,Germany,684.9
INV213329,10528,9537,Product_241,Fashion,Philips,7,410.21,09-07-2024 09:00,India,2871.47
INV213330,10740,1735,Product_230,Home,Sony,3,80.85,09-07-2024 10:00,France,242.55
INV213331,10425,1968,Product_262,Fashion,Apple,7,441.15,09-07-2024 11:00,Germany,3088.05
INV213332,10090,9213,Product_128,Home,Sony,5,430.82,09-07-2024 12:00,UK,2154.1
INV213333,10151,3566,Product_266,Accessories,Philips,6,269.14,09-07-2024 13:00,Germany,1614.84
INV213334,10116,2535,Product_99,Grocery,Nike,5,89.58,09-07-2024 14:00,Germany,447.9
INV213335,10428,4149,Product_215,Beauty,Apple,4,37.93,09-07-2024 15:00,Germany,151.72
INV213336,10196,9024,Product_237,Beauty,Sony,2,489.52,09-07-2024 16:00,France,979.04
INV213337,10859,8744,Product_141,Electronics,Loreal,3,387.21,09-07-2024 17:00,India,1161.63
INV213338,10626,4950,Product_284,Accessories,Samsung,3,113.16,09-07-2024 18:00,Germany,339.48
INV213339,10541,7138,Product_65,Beauty,Adidas,7,330.28,09-07-2024 19:00,USA,2311.96
INV213340,10509,5074,Product_63,Electronics,Samsung,4,338.91,09-07-2024 20:00,France,1355.64
INV213341,10526,9810,Product_185,Grocery,Nike,7,280.43,09-07-2024 21:00,USA,1963.01
INV213342,10655,3519,Product_250,Accessories,Nike,7,496.69,09-07-2024 22:00,France,3476.83
INV213343,10369,5249,Product_231,Grocery,Apple,1,80.62,09-07-2024 23:00,USA,80.62
INV213344,10148,3424,Product_114,Home,Samsung,1,406.84,10-07-2024 00:00,UK,406.84
INV213345,10862,5444,Product_14,Fashion,Nike,7,28.81,10-07-2024 01:00,UK,201.67
INV213346,10021,8494,Product_149,Fashion,Apple,4,69.48,10-07-2024 02:00,India,277.92
INV213347,10678,9610,Product_271,Accessories,LG,4,66.29,10-07-2024 03:00,UK,265.16
INV213348,10446,9323,Product_296,Beauty,Apple,1,486.31,10-07-2024 04:00,India,486.31
INV213349,10466,4467,Product_298,Home,Samsung,7,146.51,10-07-2024 05:00,India,1025.57
INV213350,10369,3726,Product_178,Fashion,Apple,3,192.38,10-07-2024 06:00,UK,577.14
INV213351,10441,6445,Product_96,Electronics,Philips,6,16.46,10-07-2024 07:00,France,98.76
INV213352,10743,5469,Product_76,Accessories,Loreal,2,144.02,10-07-2024 08:00,USA,288.04
INV213353,10881,9039,Product_221,Accessories,Loreal,6,395.77,10-07-2024 09:00,Germany,2374.62
INV213354,10508,8231,Product_168,Beauty,Philips,4,345.09,10-07-2024 10:00,India,1380.36
INV213355,10339,9141,Product_97,Home,Sony,5,304.46,10-07-2024 11:00,Germany,1522.3
INV213356,10407,5309,Product_104,Accessories,Apple,1,294.79,10-07-2024 12:00,Germany,294.79
INV213357,10841,4014,Product_278,Electronics,Nike,5,291.63,10-07-2024 13:00,USA,1458.15
INV213358,10324,1276,Product_261,Grocery,Loreal,2,437.89,10-07-2024 14:00,India,875.78
INV213359,10853,1026,Product_173,Accessories,Adidas,3,437.99,10-07-2024 15:00,France,1313.97
INV213360,10970,9821,Product_93,Fashion,Adidas,4,53.88,10-07-2024 16:00,UK,215.52
INV213361,10379,3913,Product_19,Home,Nike,4,314.75,10-07-2024 17:00,France,1259
INV213362,10285,7237,Product_239,Accessories,Samsung,6,205.18,10-07-2024 18:00,France,1231.08
INV213363,10067,6651,Product_270,Fashion,Apple,2,121.01,10-07-2024 19:00,Germany,242.02
INV213364,10183,7833,Product_183,Home,Nike,4,469.06,10-07-2024 20:00,Germany,1876.24
INV213365,10282,7365,Product_73,Beauty,Adidas,3,402.93,10-07-2024 21:00,Germany,1208.79
INV213366,10136,2495,Product_274,Electronics,Nike,7,372.22,10-07-2024 22:00,UK,2605.54
INV213367,10562,7093,Product_186,Accessories,Nike,3,91.87,10-07-2024 23:00,France,275.61
INV213368,10700,8276,Product_267,Grocery,LG,5,203.89,11-07-2024 00:00,UK,1019.45
INV213369,10714,1806,Product_120,Electronics,Adidas,7,442.23,11-07-2024 01:00,India,3095.61
INV213370,10388,7122,Product_31,Fashion,Apple,1,239.75,11-07-2024 02:00,USA,239.75
INV213371,10403,2954,Product_8,Grocery,LG,5,229.85,11-07-2024 03:00,France,1149.25
INV213372,10437,6826,Product_202,Accessories,Samsung,5,219.03,11-07-2024 04:00,USA,1095.15
INV213373,10734,5948,Product_185,Home,Apple,1,10.66,11-07-2024 05:00,UK,10.66
INV213374,10511,1110,Product_53,Electronics,Philips,2,114.07,11-07-2024 06:00,India,228.14
INV213375,10026,9851,Product_166,Electronics,Loreal,4,219.91,11-07-2024 07:00,UK,879.64
INV213376,10303,2023,Product_39,Electronics,Sony,3,421.84,11-07-2024 08:00,France,1265.52
INV213377,10318,8519,Product_296,Home,LG,1,44.24,11-07-2024 09:00,USA,44.24
INV213378,10315,7048,Product_84,Grocery,Sony,4,56.83,11-07-2024 10:00,Germany,227.32
INV213379,10196,8241,Product_286,Fashion,Philips,1,379.04,11-07-2024 11:00,Germany,379.04
INV213380,10686,1985,Product_119,Beauty,Loreal,4,334.11,11-07-2024 12:00,USA,1336.44
INV213381,10156,2478,Product_133,Electronics,LG,7,440.65,11-07-2024 13:00,India,3084.55
INV213382,10384,3228,Product_172,Home,Apple,2,282.21,11-07-2024 14:00,India,564.42
INV213383,10407,2901,Product_281,Beauty,Sony,3,101.31,11-07-2024 15:00,France,303.93
INV213384,10607,9124,Product_171,Accessories,Nike,6,394.3,11-07-2024 16:00,UK,2365.8
INV213385,10913,5130,Product_133,Home,Adidas,5,186.98,11-07-2024 17:00,USA,934.9
INV213386,10092,3451,Product_134,Fashion,LG,6,366.83,11-07-2024 18:00,France,2200.98
INV213387,10511,9528,Product_61,Electronics,Nike,2,432.21,11-07-2024 19:00,India,864.42
INV213388,10712,9617,Product_283,Accessories,Samsung,1,337.08,11-07-2024 20:00,UK,337.08
INV213389,10938,4517,Product_75,Beauty,Samsung,1,108.78,11-07-2024 21:00,UK,108.78
INV213390,10782,5748,Product_291,Home,Samsung,6,313.43,11-07-2024 22:00,UK,1880.58
INV213391,10358,1840,Product_20,Grocery,Nike,6,408.16,11-07-2024 23:00,USA,2448.96
INV213392,10491,4164,Product_23,Fashion,LG,5,456.93,12-07-2024 00:00,India,2284.65
INV213393,10563,4584,Product_218,Fashion,Adidas,4,68.49,12-07-2024 01:00,UK,273.96
INV213394,10034,5758,Product_68,Accessories,Loreal,7,301.43,12-07-2024 02:00,Germany,2110.01
INV213395,10365,8068,Product_213,Accessories,Samsung,5,90.75,12-07-2024 03:00,Germany,453.75
INV213396,10366,2254,Product_56,Fashion,Samsung,6,36.47,12-07-2024 04:00,India,218.82
INV213397,10046,1473,Product_220,Beauty,Sony,5,467.68,12-07-2024 05:00,India,2338.4
INV213398,10005,8726,Product_289,Grocery,Sony,6,34.84,12-07-2024 06:00,USA,209.04
INV213399,10255,4918,Product_137,Electronics,Samsung,1,227.04,12-07-2024 07:00,Germany,227.04
INV213400,10700,8869,Product_19,Beauty,Philips,5,308.61,12-07-2024 08:00,France,1543.05
INV213401,10309,1851,Product_20,Electronics,Sony,1,200.02,12-07-2024 09:00,UK,200.02
INV213402,10701,7431,Product_266,Accessories,LG,1,341.44,12-07-2024 10:00,USA,341.44
INV213403,10663,8846,Product_288,Beauty,Sony,6,376.52,12-07-2024 11:00,USA,2259.12
INV213404,10534,6180,Product_192,Fashion,Sony,1,123.21,12-07-2024 12:00,France,123.21
INV213405,10225,3275,Product_42,Home,Nike,2,261.46,12-07-2024 13:00,India,522.92
INV213406,10057,3790,Product_236,Beauty,Loreal,5,10.6,12-07-2024 14:00,Germany,53
INV213407,10635,5419,Product_281,Grocery,LG,3,32.04,12-07-2024 15:00,France,96.12
INV213408,10367,3444,Product_147,Electronics,LG,4,256.56,12-07-2024 16:00,France,1026.24
INV213409,10235,7962,Product_16,Accessories,Apple,4,29.34,12-07-2024 17:00,India,117.36
INV213410,10520,5496,Product_68,Beauty,LG,2,312.03,12-07-2024 18:00,Germany,624.06
INV213411,10799,9959,Product_36,Beauty,Philips,2,294.02,12-07-2024 19:00,Germany,588.04
INV213412,10487,1786,Product_267,Electronics,Loreal,3,108.2,12-07-2024 20:00,USA,324.6
INV213413,10031,3450,Product_128,Fashion,Samsung,6,218.86,12-07-2024 21:00,France,1313.16
INV213414,10248,1631,Product_169,Home,LG,3,78.92,12-07-2024 22:00,UK,236.76
INV213415,10824,7901,Product_124,Grocery,Loreal,3,348.75,12-07-2024 23:00,USA,1046.25
INV213416,10293,2631,Product_186,Accessories,Apple,3,289.66,13-07-2024 00:00,France,868.98
INV213417,10870,2767,Product_233,Home,Loreal,7,165.55,13-07-2024 01:00,USA,1158.85
INV213418,10872,6112,Product_129,Fashion,Loreal,2,433.43,13-07-2024 02:00,France,866.86
INV213419,10675,2809,Product_84,Fashion,Philips,5,47.76,13-07-2024 03:00,India,238.8
INV213420,10552,6357,Product_201,Home,Philips,5,362.98,13-07-2024 04:00,France,1814.9
INV213421,10413,3245,Product_228,Beauty,Nike,3,66.35,13-07-2024 05:00,USA,199.05
INV213422,10716,7892,Product_189,Beauty,LG,2,360.29,13-07-2024 06:00,India,720.58
INV213423,10011,6043,Product_60,Accessories,LG,4,296.89,13-07-2024 07:00,UK,1187.56
INV213424,10667,4271,Product_132,Grocery,Apple,5,43.19,13-07-2024 08:00,France,215.95
INV213425,10658,5721,Product_249,Beauty,LG,7,313.47,13-07-2024 09:00,Germany,2194.29
INV213426,10108,9096,Product_19,Grocery,Adidas,2,403.94,13-07-2024 10:00,USA,807.88
INV213427,10703,2511,Product_275,Grocery,Philips,6,162.68,13-07-2024 11:00,France,976.08
INV213428,10770,4874,Product_254,Beauty,Apple,7,420.96,13-07-2024 12:00,Germany,2946.72
INV213429,10530,6839,Product_219,Home,Apple,5,238.36,13-07-2024 13:00,India,1191.8
INV213430,10918,9235,Product_263,Beauty,Samsung,7,103.95,13-07-2024 14:00,USA,727.65
INV213431,10652,6445,Product_75,Electronics,Apple,2,479.88,13-07-2024 15:00,USA,959.76
INV213432,10005,8719,Product_49,Electronics,Apple,2,16.03,13-07-2024 16:00,USA,32.06
INV213433,10359,9708,Product_275,Fashion,Adidas,2,17.31,13-07-2024 17:00,Germany,34.62
INV213434,10984,4793,Product_281,Grocery,Apple,1,45.57,13-07-2024 18:00,France,45.57
INV213435,10531,4067,Product_21,Grocery,Loreal,4,260.29,13-07-2024 19:00,India,1041.16
INV213436,10652,9213,Product_104,Beauty,Loreal,7,93.42,13-07-2024 20:00,UK,653.94
INV213437,10792,1841,Product_202,Electronics,Nike,5,183.66,13-07-2024 21:00,UK,918.3
INV213438,10564,3333,Product_49,Grocery,Samsung,2,433.04,13-07-2024 22:00,UK,866.08
INV213439,10309,2184,Product_82,Fashion,Philips,4,280.54,13-07-2024 23:00,UK,1122.16
INV213440,10259,5293,Product_129,Fashion,Adidas,6,63.3,14-07-2024 00:00,France,379.8
INV213441,10929,9902,Product_94,Accessories,Loreal,1,84.89,14-07-2024 01:00,UK,84.89
INV213442,10714,2653,Product_248,Fashion,Sony,3,215.28,14-07-2024 02:00,USA,645.84
INV213443,10034,8314,Product_231,Accessories,Adidas,4,335.39,14-07-2024 03:00,Germany,1341.56
INV213444,10791,2308,Product_33,Beauty,Nike,6,66.39,14-07-2024 04:00,UK,398.34
INV213445,10060,8692,Product_264,Grocery,Nike,1,220.7,14-07-2024 05:00,France,220.7
INV213446,10108,1549,Product_141,Grocery,Philips,7,119.68,14-07-2024 06:00,Germany,837.76
INV213447,10245,6839,Product_234,Home,Samsung,3,48.74,14-07-2024 07:00,Germany,146.22
